V1,V2,V3,V4,V5,V7,V8,V9,V10,PID,psid,K2,project,gc,term,Q_TotalDuration,med,consent,suburb,tap,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,hardship,contact,trap,t01,t02,t03,t04,t05,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13
R_1T6yXU6zS2fvUQB,Default Response Set,Anonymous,NA,NA,0,2015-03-20 00:52:52,2015-03-20 00:56:45,1,1153268870,iZXUO4qzTRQdmVzu99M4FQ**,27197,Qual712-0618WaterUtilities,1,NA,233,17333631088903,1,2,1,1,1,7,7,7,4,4,2,4,4,4,1,1,7,7,7,4,7,7,7,7,7,7,6,6,7,4,7,7,7,7
R_8jf3W8ulcM3J8EZ,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:01:56,2015-03-20 01:06:13,1,1079309471,iZXUO4qzTRTR4RBrvHM4vg**,27197,Qual712-0618WaterUtilities,1,NA,257,16222021321933,1,2,1,1,1,7,7,7,7,2,2,2,2,2,2,1,6,5,6,6,6,4,6,4,6,4,4,4,4,4,4,4,4,4
R_79WcsRjb4kHg7Jz,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:07:50,2015-03-20 01:11:19,1,1131852440,iZXUO4qzTRTZ6fj_NCCBbA**,27197,Qual712-0618WaterUtilities,1,NA,209,17011742146003,1,2,1,1,1,7,7,7,6,2,1,3,3,1,1,1,7,7,7,6,7,4,4,4,4,4,4,4,4,4,4,4,4,4
R_1KNdwsi2RiSHPLv,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:23:06,2015-03-20 01:28:07,1,1233306681,iZXUO4qzTRTKobEWPvfnzA**,27197,Qual712-0618WaterUtilities,1,NA,301,18536599388233,1,2,1,2,3,4,5,6,4,6,4,4,4,1,1,1,6,5,6,4,6,4,6,4,6,4,4,4,4,4,4,4,4,4
R_0cY3rI7eot15Mq1,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:25:12,2015-03-20 01:28:23,1,1098916891,iZXUO4qzTRR-Q-z7RYBQiw**,27197,Qual712-0618WaterUtilities,1,NA,191,16516720844533,1,2,1,1,1,7,7,7,6,2,1,2,2,2,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
R_0SPwgz5rwdU3X8N,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:26:33,2015-03-20 01:37:36,1,1278570141,iZXUO4qzTRRgnc-nHcdicA**,27197,Qual712-0618WaterUtilities,1,NA,663,19216909192033,1,2,1,1,2,6,7,7,3,5,5,2,3,4,1,1,6,6,6,6,6,4,6,4,6,4,4,4,4,4,4,4,4,4
R_0uE7goQYmg27RWd,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:43:33,2015-03-20 01:44:08,1,1242111906,iZXUO4qzTRR50PGUAwO0kg**,27197,Qual712-0618WaterUtilities,2,otherCity,35,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3t2m53EJaTk4S57,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:43:19,2015-03-20 01:44:33,1,1106310520,iZXUO4qzTRTyam5RSZ8Q2A**,27197,Qual712-0618WaterUtilities,2,otherCity,74,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9XD6yO3AfxPkcRv,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:42:21,2015-03-20 01:44:48,1,1254257023,iZXUO4qzTRSiMFiukaPEvQ**,27197,Qual712-0618WaterUtilities,1,NA,147,18851483028493,1,3,1,4,4,1,4,4,7,7,4,6,6,5,2,1,5,5,5,6,5,5,6,6,5,6,4,6,6,2,2,6,4,3
R_3kKii4xveOtHx2t,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:41:56,2015-03-20 01:45:00,1,1278608850,iZXUO4qzTRS2-iGmm2TNIQ**,27197,Qual712-0618WaterUtilities,1,NA,184,19217490988303,1,3,1,4,5,4,4,1,1,7,7,7,7,4,1,1,7,4,7,4,7,6,6,4,4,4,4,4,4,4,4,4,4,4
R_55VQcuNA6qpT1Kl,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:43:25,2015-03-20 01:45:47,1,1278115251,iZXUO4qzTRRiEiiZPxzgVA**,27197,Qual712-0618WaterUtilities,1,NA,142,19210072195333,1,3,1,3,2,6,4,6,2,6,6,6,4,1,1,1,7,6,6,4,6,6,6,4,6,5,6,4,4,4,4,6,4,6
R_23QVXpOwmGDd3oN,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:44:22,2015-03-20 01:46:19,1,1277981860,iZXUO4qzTRRGulg8KDVBBQ**,27197,Qual712-0618WaterUtilities,1,NA,117,19208067328603,1,3,1,6,4,4,5,7,2,7,4,6,6,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
R_bfTmsDZSAeNi9mt,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:46:05,2015-03-20 01:46:24,1,1275716607,iZXUO4qzTRRqLcX4-syWtQ**,27197,Qual712-0618WaterUtilities,NA,NA,19,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_42uoSiFrMhWNvP7,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:46:16,2015-03-20 01:46:28,1,1131951077,iZXUO4qzTRSMRyWzHZa-tw**,27197,Qual712-0618WaterUtilities,NA,NA,12,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_eaPm3zHLtmNClcV,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:45:22,2015-03-20 01:46:39,1,1268141628,iZXUO4qzTRSJR-Sb25pY-Q**,27197,Qual712-0618WaterUtilities,2,attention,77,NA,1,1,1,2,2,6,6,7,6,3,5,3,3,6,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bItXdmTflOZbYyN,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:47:03,2015-03-20 01:47:30,1,1275717205,iZXUO4qzTRTdJqjx8AnmCQ**,27197,Qual712-0618WaterUtilities,2,otherCity,27,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_eFMLQI7ezgZdH6d,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:45:23,2015-03-20 01:48:10,1,1258672391,iZXUO4qzTRTD4hKZUJLWIg**,27197,Qual712-0618WaterUtilities,1,NA,167,18917846009533,1,2,1,1,1,7,7,7,4,4,2,4,4,1,1,1,7,7,7,7,3,7,7,4,6,4,7,4,4,6,4,6,4,4
R_4Z6GxxvzZCqKCDr,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:43:51,2015-03-20 01:48:27,1,1131899785,iZXUO4qzTRSGQtVVfynZ_w**,27197,Qual712-0618WaterUtilities,1,NA,276,17012453741353,1,2,1,7,7,1,1,1,1,7,7,7,7,2,1,1,6,1,6,1,1,6,6,6,3,6,6,3,6,6,3,6,6,6
R_9NaDKLuk6ttjmN7,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:46:03,2015-03-20 01:48:41,1,1277758703,iZXUO4qzTRRek4hVr9Jedg**,27197,Qual712-0618WaterUtilities,1,NA,158,19204713278893,1,1,1,2,3,4,5,6,4,5,4,4,4,2,2,1,6,7,7,6,6,6,6,4,6,5,6,6,6,6,5,6,4,5
R_6gkdDd4lqLwBy7z,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:45:37,2015-03-20 01:48:57,1,1277860592,iZXUO4qzTRSMUiv_O5RLog**,27197,Qual712-0618WaterUtilities,NA,NA,200,NA,1,3,1,1,1,7,7,7,4,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3krxTTsjQX1NrtX,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:48:40,2015-03-20 01:49:02,1,1147051187,iZXUO4qzTRS57YF4K3g6sQ**,27197,Qual712-0618WaterUtilities,2,noTapWater,22,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6eNZgSFT8lEVQJ7,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:44:13,2015-03-20 01:49:28,1,1131905846,iZXUO4qzTRSEXgqjZ87jyg**,27197,Qual712-0618WaterUtilities,1,NA,315,17012544838183,1,1,1,2,2,5,6,7,6,1,1,1,2,5,1,1,5,7,7,7,7,2,1,2,6,6,5,4,5,3,2,1,3,3
R_e35raNcApMqCee9,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:48:40,2015-03-20 01:49:33,1,1266536724,iZXUO4qzTRQU3DD3SnZqiQ**,27197,Qual712-0618WaterUtilities,NA,NA,53,NA,1,1,1,4,6,3,4,3,6,6,6,6,6,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bvzWjkNUiglCKwZ,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:48:30,2015-03-20 01:49:58,1,1255941929,iZXUO4qzTRQNDXOBI1XR3w**,27197,Qual712-0618WaterUtilities,NA,NA,88,NA,1,1,1,1,1,7,7,7,5,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_cApIHBFxSPK5jff,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:48:35,2015-03-20 01:50:02,1,1131988427,iZXUO4qzTRS0t0bl83ldSA**,27197,Qual712-0618WaterUtilities,NA,NA,87,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_dgp3zOAZdD1TFTD,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:50:12,2015-03-20 01:50:32,1,1277761040,iZXUO4qzTRScB9JLBVFc9Q**,27197,Qual712-0618WaterUtilities,NA,NA,20,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1YX5Hbb9cbhu68d,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:50:40,2015-03-20 01:51:11,1,1274768683,iZXUO4qzTRTGKC96QH6IUw**,27197,Qual712-0618WaterUtilities,NA,NA,31,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_eX9CcGaaUUYvrcV,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:50:57,2015-03-20 01:51:14,1,1151402302,iZXUO4qzTRTUEZDkN9Gm5g**,27197,Qual712-0618WaterUtilities,2,consent,17,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_efc9i2bigMxsMqp,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:49:33,2015-03-20 01:51:16,1,1118098948,iZXUO4qzTRSYeoKDguWGrQ**,27197,Qual712-0618WaterUtilities,1,NA,103,16805027161243,1,2,1,1,1,7,7,7,4,4,4,4,2,4,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
R_b1m6QTdsxLTA3U9,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:45:44,2015-03-20 01:51:37,1,1085392405,iZXUO4qzTRQ7BA87zfScxQ**,27197,Qual712-0618WaterUtilities,NA,NA,353,NA,1,1,1,2,2,5,6,7,5,4,2,4,3,1,1,1,7,7,6,6,6,6,6,5,6,5,6,5,5,5,5,6,5,6
R_a5Ayw2tuCGsxQDr,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:45:33,2015-03-20 01:51:42,1,1264590591,iZXUO4qzTRQiBFbPomz_6w**,27197,Qual712-0618WaterUtilities,NA,NA,369,NA,1,1,1,1,1,7,7,7,7,1,1,1,1,1,1,1,7,7,7,7,6,4,6,4,6,4,6,5,4,6,6,4,6,6
R_cIaugISHJBB2Xt3,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:52:19,2015-03-20 01:52:40,1,1131924114,iZXUO4qzTRRkTk3fcM5rBg**,27197,Qual712-0618WaterUtilities,NA,NA,21,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1Odu0R0zrn4h3Ol,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:50:06,2015-03-20 01:53:00,1,1254387160,iZXUO4qzTRRBr4JNv8l9HQ**,27197,Qual712-0618WaterUtilities,1,NA,174,18853438987603,1,2,1,2,2,6,7,6,4,4,4,4,4,2,2,1,7,4,6,4,6,6,7,6,5,7,6,6,4,5,6,7,6,7
R_4GSFM1JANIi4stv,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:47:56,2015-03-20 01:53:14,1,1238991098,iZXUO4qzTRSMCoR4rpgSsg**,27197,Qual712-0618WaterUtilities,1,NA,318,18622036175743,1,2,1,1,1,7,7,7,4,3,1,2,3,2,2,1,7,5,6,6,6,4,6,4,4,4,6,4,6,4,4,6,4,3
R_57pMRLmyTqxa8cd,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:53:33,2015-03-20 01:53:55,1,1277760110,iZXUO4qzTRQ6-iynwb3I5A**,27197,Qual712-0618WaterUtilities,2,otherCity,22,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_8tOCRfrnOPr5Cn3,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:54:34,2015-03-20 01:54:49,1,1192322280,iZXUO4qzTRQ6vWTmUPT64Q**,27197,Qual712-0618WaterUtilities,NA,NA,15,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_2i9Goz9vlrosGfb,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:52:16,2015-03-20 01:55:01,1,1277673857,iZXUO4qzTRS6YAF_XpdRWg**,27197,Qual712-0618WaterUtilities,1,NA,165,19203438043513,1,2,1,1,2,6,7,7,5,3,2,2,4,2,3,1,7,5,4,5,3,6,6,6,6,5,6,5,5,6,6,6,6,6
R_8eqsJ6zDkjJhsz3,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:55:16,2015-03-20 01:55:40,1,1277775828,iZXUO4qzTRRCWbS2jn6H1Q**,27197,Qual712-0618WaterUtilities,2,otherCity,24,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6KZ7IBIe3vCMAsZ,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:51:26,2015-03-20 01:55:45,1,1151569477,iZXUO4qzTRSoBbkYoHi-Ow**,27197,Qual712-0618WaterUtilities,1,NA,259,17308089212113,1,2,1,1,1,6,7,7,4,6,5,5,5,1,1,1,7,6,4,5,7,7,6,5,6,4,5,4,4,4,4,4,4,4
R_8GhnJl7w95v1feJ,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:56:43,2015-03-20 01:58:21,1,1257324994,iZXUO4qzTRS2e6F5NBienA**,27197,Qual712-0618WaterUtilities,1,NA,98,18897594632623,1,1,1,3,2,5,6,3,1,6,6,6,5,2,1,1,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
R_9Hs47xt7JrZVCCx,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:54:34,2015-03-20 01:58:33,1,1275796438,iZXUO4qzTRQtGzStjk4trA**,27197,Qual712-0618WaterUtilities,1,NA,239,19175220435943,1,1,1,1,1,7,7,7,7,3,1,2,2,2,1,1,6,6,4,5,5,6,6,4,5,4,6,4,4,4,4,6,4,6
R_0kvflxTqE3Ilytf,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:56:34,2015-03-20 01:58:39,1,1278671653,iZXUO4qzTRSQlMQ6pFLTHw**,27197,Qual712-0618WaterUtilities,2,noTapWater,125,NA,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0CKomIPaYGhLcwd,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:58:53,2015-03-20 01:59:36,1,1278649818,iZXUO4qzTRQMMDiqOMc4PQ**,27197,Qual712-0618WaterUtilities,2,otherCity,43,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9YyrpjxQaAI2OVf,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:56:20,2015-03-20 02:00:39,1,1277750507,iZXUO4qzTRR0m8hfVoKc8Q**,27197,Qual712-0618WaterUtilities,1,NA,259,19204590093013,1,3,1,1,1,7,7,7,4,4,4,4,4,1,1,1,7,7,7,7,7,4,7,4,7,4,4,4,4,4,4,4,4,4
R_do0sL1QWUmrk2B7,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:59:42,2015-03-20 02:00:44,1,1208845466,iZXUO4qzTRTULxhp3O2k0g**,27197,Qual712-0618WaterUtilities,2,attention,62,NA,1,3,1,3,4,3,6,4,5,2,4,5,2,6,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1EUEPv80kkd92pT,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:00:27,2015-03-20 02:02:19,1,1277302269,iZXUO4qzTRRzFiJExKxFZA**,27197,Qual712-0618WaterUtilities,2,otherCity,112,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_2bGlgMJCw2V9CUB,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:59:38,2015-03-20 02:02:22,1,1254238627,iZXUO4qzTRSUbxdLAE1dPQ**,27197,Qual712-0618WaterUtilities,1,NA,164,18851206536613,1,3,1,2,2,5,6,6,6,6,4,6,6,1,1,1,5,4,4,3,4,5,5,4,5,4,5,4,4,4,4,5,4,5
R_9MHiKGqzBmucGBT,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:59:49,2015-03-20 02:03:01,1,1131077915,iZXUO4qzTRSjcPccp1_EMw**,27197,Qual712-0618WaterUtilities,1,NA,192,17000101035253,1,1,1,1,1,7,7,7,6,3,2,4,3,1,2,1,7,7,6,7,7,6,7,6,7,7,7,4,4,5,6,7,6,6
R_0cjl5x5lzmlJbEh,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:01:33,2015-03-20 02:03:25,1,1261838351,iZXUO4qzTRSgrhm8ETZDUQ**,27197,Qual712-0618WaterUtilities,1,NA,112,18965430388333,1,3,1,2,4,7,7,7,6,3,2,3,1,6,4,1,4,5,7,6,4,6,7,6,5,4,6,5,7,6,5,6,6,3
R_8CcooRU2afJIbgV,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:03:03,2015-03-20 02:03:26,1,1277787803,iZXUO4qzTRQWTjwT2anpPg**,27197,Qual712-0618WaterUtilities,2,otherCity,23,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_eMe4f9pKF0b3o0t,Default Response Set,Anonymous,NA,NA,0,2015-03-20 01:59:49,2015-03-20 02:04:00,1,1278582069,iZXUO4qzTRQQ_ZuKBy8orQ**,27197,Qual712-0618WaterUtilities,1,NA,251,19217088469873,1,3,1,1,1,7,7,7,7,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
R_cZwB6suH4DsPuNT,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:03:37,2015-03-20 02:06:41,1,1277752684,iZXUO4qzTRRn2PeL_qB3KQ**,27197,Qual712-0618WaterUtilities,1,NA,184,19204622813323,1,3,1,1,1,7,7,7,2,6,2,6,2,1,1,1,7,6,7,5,5,7,7,4,4,4,4,4,4,7,4,4,4,7
R_3fpuD3ZUEmSlkNL,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:02:53,2015-03-20 02:06:59,1,1277884075,iZXUO4qzTRSmGE4q8SrBBg**,27197,Qual712-0618WaterUtilities,1,NA,246,19206597620053,1,3,1,1,1,7,7,7,4,4,4,4,4,4,1,1,7,7,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6
R_5uIH4ivZorqpf0x,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:05:31,2015-03-20 02:07:52,1,1277959501,iZXUO4qzTRSEgbJgrKdCgQ**,27197,Qual712-0618WaterUtilities,2,attention,141,NA,1,1,1,4,5,5,5,5,4,4,3,5,6,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6Ee7DgdJwODqHZ3,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:06:29,2015-03-20 02:07:54,1,1173845180,iZXUO4qzTRS9azRtiAzQhA**,27197,Qual712-0618WaterUtilities,1,NA,85,17642893028203,1,1,1,5,4,4,4,4,3,5,4,4,4,1,1,1,5,5,5,5,5,5,5,4,5,4,4,5,5,4,4,5,5,4
R_9BRqZ1grGmqcdeZ,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:05:44,2015-03-20 02:08:34,1,1277421156,iZXUO4qzTRR1gvKb5EgIbA**,27197,Qual712-0618WaterUtilities,1,NA,170,19199639947483,1,3,1,1,1,7,7,7,5,4,2,5,4,3,1,1,7,6,5,6,3,4,5,4,6,4,4,4,4,2,4,4,4,4
R_0V8CgbmzrPTjny5,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:04:47,2015-03-20 02:09:07,1,1276016761,iZXUO4qzTRS69NKrRW7maQ**,27197,Qual712-0618WaterUtilities,1,NA,260,19178531890633,1,2,1,1,1,7,7,7,6,2,2,2,2,2,1,1,6,5,7,7,6,6,6,6,6,6,6,6,4,6,6,6,5,6
R_a4B7NNiWk89PgS9,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:04:48,2015-03-20 02:09:34,1,1278147670,iZXUO4qzTRTMBB0wJv11WA**,27197,Qual712-0618WaterUtilities,1,NA,286,19210559452903,1,2,1,4,3,2,3,3,1,3,3,2,2,6,5,1,5,5,5,6,5,6,4,6,5,6,6,4,5,5,4,4,6,6
R_0js7eEDj2sASznD,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:12:20,2015-03-20 02:14:21,1,1250047561,iZXUO4qzTRRI2J6roh3tAQ**,27197,Qual712-0618WaterUtilities,1,NA,121,18788214814633,1,2,1,2,4,5,5,6,5,4,4,5,3,3,2,1,5,3,5,5,4,4,5,5,5,5,5,5,5,4,5,3,5,4
R_0OL8FcTD6VziCy1,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:08:53,2015-03-20 02:14:42,1,1277468311,iZXUO4qzTRQkiaf7aLJ49g**,27197,Qual712-0618WaterUtilities,1,NA,349,19200348687133,1,1,1,1,2,7,6,7,7,6,4,2,5,1,1,1,6,7,5,5,6,6,6,7,7,6,5,5,7,6,7,6,7,5
R_bwlL0PMDL3ITVPL,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:13:21,2015-03-20 02:15:37,1,1248468082,iZXUO4qzTRRWxlMeov8S8w**,27197,Qual712-0618WaterUtilities,1,NA,136,18764475245263,1,1,1,6,2,6,6,6,5,5,3,6,2,1,1,1,6,5,6,5,5,5,6,5,5,5,4,5,5,4,6,6,5,4
R_4NGXHYUAMfdwkgR,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:11:39,2015-03-20 02:15:43,1,1264381142,iZXUO4qzTRQmvPTUt9-afA**,27197,Qual712-0618WaterUtilities,1,NA,244,19003648537063,1,1,1,1,1,4,7,4,3,4,2,5,4,1,1,1,7,6,7,5,7,6,6,4,7,5,6,7,4,5,4,7,5,6
R_9LEQXqTuwJ6nwjP,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:15:37,2015-03-20 02:15:58,1,1254374471,iZXUO4qzTRRr2Z9xbfYvEg**,27197,Qual712-0618WaterUtilities,2,otherCity,21,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_eDuYpILTHAO4PUV,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:04:03,2015-03-20 02:16:50,1,1277756093,iZXUO4qzTRTmz0XeQd2fcA**,27197,Qual712-0618WaterUtilities,1,NA,767,19204674050593,1,3,1,1,1,6,7,7,4,4,4,6,6,4,1,1,7,7,6,6,7,4,6,4,4,4,6,4,4,6,4,4,4,4
R_8BWkYbXzR8QRUtn,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:04:07,2015-03-20 02:17:45,1,1079194165,iZXUO4qzTRQkVjkDaafJLg**,27197,Qual712-0618WaterUtilities,1,NA,818,16220288272753,1,2,1,1,4,5,7,7,4,7,5,6,5,1,1,1,7,7,7,5,7,6,7,4,7,4,7,4,4,5,4,7,4,5
R_38fPeRQJfa02WmF,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:02:42,2015-03-20 02:24:31,1,1194177300,iZXUO4qzTRS3O--bD6Kuxg**,27197,Qual712-0618WaterUtilities,1,NA,1309,17948484791803,1,3,1,1,2,6,6,7,4,2,3,2,6,3,1,1,7,3,4,2,5,5,7,4,4,4,4,4,4,4,4,4,4,4
R_b4qd83cZRT61vDL,Default Response Set,Anonymous,NA,NA,0,2015-03-20 02:45:30,2015-03-20 02:48:02,1,1131979113,iZXUO4qzTRTzbCI0ufa2jA**,27197,Qual712-0618WaterUtilities,1,NA,152,17013646041193,1,3,1,1,1,6,7,7,1,7,2,7,4,1,1,1,7,6,7,6,7,6,7,7,6,6,7,7,6,6,7,7,7,7
